Text,label
"Jacob Rees-Mogg has accused the Bank of England of “miserable
incompetence” over its failure to reduce inflation more quickly and its bond-
selling strategy, as rightwing Tories prepare to renew their attacks on the
Bank's independence.

‘The former business secretary accused the Bank of damaging the economy
‘with its interest rate decisions and costing the taxpayer tens of billions of
pounds by selling off government debt too quickly in an attempt to reduce its
balance sheet ~a policy known as quantitative tightening (QT).

His comments came as members of Conservative Way Forward, a Thatcherite
‘group of Tory MPs, prepared to launch a report that once more called into
‘question the Bank’s independence, echoing criticism levied at the bank by
the former prime minister Liz Truss.

Rees-Mogg said: “Quantitative tightening is not part of the Bank’s
independent monetary strategy. Its a joint policy between it and the
government funded by tax. This year it could cost 46bn because the Bank
bras failed again,

“Its miserable incompetence allowed inflation to peak at almost six times its
target rate and now it is demanding higher taxes because of its hopeless bond
‘trading strategy. It makes Nick Leeson, who bankrupted {the London-based
bank] Barings, look clever.""

‘The Bank of England has been contacted for comment.

Relations between the Bank and the right of the Tory party have been
fractious since Liz Truss's short tenure in Downing Street, during which she
considered sacking its top bosses, she later admitted.

‘Many Conservatives have criticised the Bank for not raising interest rates,
‘more quickly, a decision they said had led to monetary policymakers having
to keep them higher for longer than in other countries. The Bank decided last
‘week to keep the base rate at 5.25%,

‘Truss's allies have since called for decisions on interest rates to be handed
back to ministers, more than 25 years after they were taken out ofthe reach
cof government by Gordon Brown.

(On Tuesday members of Conservative Way Forward will call for a review into
the Bank’s independence as part of a report that focuses on the losses made
by the Bank’s quantitative tightening policy.

Like other central banks, the Bank of England began buying up government
debt in the wake of the 2008 crash in an attempt to stimulate the economy. It
is now seeking to undo those purchases, in part to give it more room to
repeat them in the event of another financial criss.

Unlike other central banks, however, the Bank has decided not tolet the
bonds it holds expire naturally, but instead to sell them into the private
‘market more quickly, with any losses incurred being footed by the taxpayer.
Earlier this year Harriett Baldwin, the chair of the cross-party Treasury
select committee, called the policy a “leap in the dark for the British

 
",0
"Joe Biden is expected as early as next week to announce fresh tariffs on
Chinese trade, with levies focused on strategic sectors including electric
vehicles, ina review of measures first put into place under Donald Trump.

Anannouncement planned for Tuesday will keep the blanket tax rises,
introduced by the president’s predecessor but supplement them with
targeted levies on industries connected to EVs, including batteries and solar
cells, according to reports.

The plan, first reported by Bloomberg, would be the culmination ofa review
of the sweeping tariffs on Beijing that began in 2018. During his presidency,
Trump imposed a 27.5% tax on imports of Chinese EVs that Biden has since
extended, which has kept the number of Chinese-made cars on US roads.
extremely low.

IF introduced, the EV tariffs would represent one of Biden's biggest moves in
the trade war with China. Last month, the president launched an
investigation into the Chinese shipping industry alongside a call for higher
levies on Chinese steel and aluminium as part of an appeal to union workers
before the presidential election in November.

While China does not directly sell EVs in the US, it as majority stakes in
other overseas firms that sell Chinese-made cars, Political leaders fear
Chinese EV imports because China is able to undercut American
manufacturers on price, while including more powerful batteries and
advanced technology. The Alliance for American Manufacturing, an
advocacy group, has said the introduction of Chinese cars to the US market
would be an “extinction-level event” for US carmakers.

The EU and the US are reeling from a deluge of cheaper imports from China
off the back of President Xi Jinping’s strategy to ramp up manufacturing as.
he attempts to turn around the economy. The restrictions on imports of
Chinese “smart cars” would also address security concerns, since many have
modems that could be hacked. The White House has said that cars connected
tothe internet could use cameras and sensors to collect details onand
interact with critical US infrastructure.

In March, Trump said that if elected as president later this year he would put
100% tariff on “every single car that comes across the line” from Chinese-
owned manufacturing plants in China, “They are not going to sell those
cars,’ he said. He has promised to raise taxes on all Chinese imports by 60%,
an approach critics say would raise prices for US consumers already
grappling with inflation.

In April, Biden said he was “not looking fora fight with China” but that the
US needed to stand up to China’s “unfair economic practices and industrial
overcapacity”. “I'm looking for competition, but fair competition,” he said,

The White House did not respond to a request for comment.
",0
"Bank: We could cut rates faster than City expects:
‘The Bank of England could cut interest rates faster than investors expect,
governor Andrew Bailey declares.

He tells reporters in London that interest rates are likely tobe cut “in the
coming quarters”, to avoid inflation falling sharply below its 2% target.

Bailey says:

 

U4 With the progress we have made, to make sure that inflation stays around
the 2% target, and is neither too high nor too low, its likely that we will need to
cut bank rate over the coming quarters and make monetary policy somewhat
less restrictive over the forecast period.

Possibly more so than currently priced into market rate

Before today’s meeting, investors expected two cuts to UK interest rates this
year: they're now pricing in slightly more easing than that.
",0
"Albckof skilled workers in the country is pushing up UK wages. The dearth
of affordable housing has seen landlords put up rent by an average of 9% in a
single year, weighing on inflation. New costs and controls atthe border after
[Brexit are creating headaches for exporting companies.

‘This cocktail of pressures on the UK economy has prompted analysts from
the Organisation for Economic Co-operation and Development (OECD) to
undercut the UK's own national forecasts for growth. By 2025, the Paris-
based thinktank says, UK growth will be below that of any advanced
‘economy in the G7.

‘The OECD has pencilled ina increase in gross domestic product of just 0.4%
in2024,a lower rate than any G7 member apart from Germany. By 2025, the
‘UK slips to the back, with just 1% growth compared with an average of 1.5%
in the eurozone. Up to now, the government could at least rely on Germany
to own the ttle of sick man of Europe, after some updates to the national
statistics showed the UK recovered more quickly from the pandemic and
Brexit than was previously thought.

‘The Treasury is alittle more optimistic. Its April 2024 survey of independent
forecasts showed an average of 0.5% for 2024 and 1.3% for 2025.

‘The OECD verdict will come asa blow to Rishi Sunak and his chancellor,
Jeremy Hunt, who claim the UK economy is improving, even though it
slumped into a technical recession at the end of 2023. Hunt was quick to
blame high interest rates for the OECD's assessment, signposting statistics
from the International Monetary Fund that showed the UK would grow faster
than other advanced economies in the next six years.

Butall G7 countries have grappled with higher interest rates. While
persistent inflation haunts many eurozone economies, making it harder for
central banks to cut the cost of borrowing, other governments have taken a
different approach to stimulating economic growth, particularly when it
‘comes to business investment.

Britain has consistently sat at the bottom of the OECD league tables for
‘business investment. IF UK business investment had matched the average of
France, Germany and the US since 2008, Britain's GDP would be nearly 4%6
higher today, improving wages by about £1,250 a year, analysis from the
Resolution Foundation thinktank shows. The thinktank argues that rising
foreign ownership of companies, alongside the lack of workers’ voices on
boards, means the managers of UK companies are under less pressure to
realise returns on investment when it comes. Giving workers astakein a
business creates greater engagement and personal investment in long-term
profitability.

‘The OECD outlook serves as an opportunity for the next government to offer
‘more than just certainty about the direction of travel. IF Labour is handed a
‘mandate in the general election, it will need to bring toan end the
uncertainty around border costs hitting UK exporters, increase
apprenticeships to address the skills shortage, and change planning rules to
get housebuilding on target. The party has outlined some ideas, but it will
have to offer more detail on the industrial strategy it has promised in order to
stimulate investment. An idea to create “technical excellence colleges” to
address the skills shortage was light on details of what the status would
bring.
",0
"The UK will be the worst-performing economy in the G7 next year, according
to the Organisation for Economic Cooperation and Development, as high
interest rates and the lingering effects of last year’s surge in inflation drag on
growth.

Ina downbeat assessment, the Paris-based thinktank also downgraded its
forecast for UK growth this year to 0.4% from a November forecast of 0.7%.

The UK will fall to the bottom of the G7 growth league in 2025, the OECD
predicts, with growth of 1%, just behind Germany at 1.1%. US and Canada are
forecast to be the fastest growing economies the G7 next year, both growing
1.8%.

The OECD said Britain’s growth rate would be dampened by persistent price
rises in the services sector and shortages of skilled staff that will push back
expected cuts in interest rates.
",0
"I'm fresh off the plane from Las Vegas—and no, I wasn't hitting the slots,
though the city’s Harry Reid International Airport sure hit the jackpot
with a record-breaking 57.6 million passengers last year. The airport is
on track to service even more people this year, a reflection of the travel
boom that’s expected to set new passenger figures this summer.

The reason for my visit was Dell Technologies World 2024, which
brought together many of the world’s leading business leaders and
experts in technology and artificial intelligence (AD).

As you're probably aware, Al is driving much of the news and stock
market right now. Google Trends data shows that global searches for
“AI” recently hit the highest level ever as more and more companies roll

out AI products and position themselves for the ongoing Al race.

 

interest over time aooaLe TRENDS
",1
"‘The Conservatives have promised to give another 30 towns in the UK £20m_
cach in levelling up funding over the next decade if they win the election,

Rishi Sunak said the 30 would be added to the government's long-term plan
for towns, which is intended to pay for the regeneration of underfunded

Under this plan, each town receives a £20m endowment-style fund to invest
over the next 10 years. An additional 30 ~ including Mansfield, Rotherham,
Doncaster and Hartlepool - would bring the total number of towns in the
scheme to more than 100.

‘The proposals would cost £60m a year and be funded by the Conservatives’
promised crackdown on tax avoidance, which they claim would raise £6bn a
year.

Of this €6bn, £2.4bn has already been committed to pensions and 1bn to
create a mandatory national service.

Labour has accused the Tories of making billions of pounds of unfunded
‘promises. Sunak has unveiled a flurry of policy commitments this week in an
effort to make a dent in Labour's commanding 20-point poll lead.

‘The prime minister said: “We the Conservatives have a plan for towns
because we know they are the beating heart of our country. This bold action
‘will transform 30 more towns - reviving their high streets, growing their
local economies and making people feel proud of the place they call home.
“Labour's record in government shows they don't care about towns ~
neglecting their needs, allowing them to decline and focusing instead on
Cities. Sir Keir Starmer has no plan to unlock opportunities in towns and
‘would take us back to square one.

“Building on our strong track record of levelling up in Teesside and the
‘Midlands, we will go further across the country to build a secure future for
cour children and grandchildren.”

‘Michael Gove, the levelling up secretary, said: “This bold action will be
‘transformational for towns around the country. It will allow local people to
take back control - creating better jobs, improving transport and generating
‘more investment.”

Gove announced at the start of the campaign that he would be retiring from
parliament at this election.
",1
" 

Sales in British shops have bounced back in May, according to retail data that
suggests slowing inflation is encouraging customers to buy more.

Anet balance of +8% of retailers told a Confederation of British Industry
(CBI) survey that sales volumes were up this month compared with the same
period a year earlier - a sharp improvement on the -44% year-on-year figure
for April. The balance is the difference between companies who answered
that the number of items was “up” or “down”.

 

 

May marked the most positive monthly reading for the CBI distributive
trades survey since December 2022.

Alpesh Paleja, the CBI lead economist, said there were signs of a recovery in
retail in the short term. “Falling inflation, and continuing real wage growth
will contribute to a healthier consumer outlook, in turn supporting the retail
sector further,” he said.

‘The figures are likely to be seized on by Rishi Sunak and the Conservatives,
with much of the prime minister’s justification for calling a summer election
based around his claim that “the economy is turning a corner”.

May’s better data follows poor sales values in April and March that were
blamed on bad weather and the ongoing cost of living crisis.

‘The amount of goods bought in April also dropped 2.3% month on month,
according to Office for National Statistics data, with furniture, clothing,
sports equipment, and games and toys among the big ticket items customers
elected to do without. The fall was partly blamed on Easter falling earlier
than usual, at the end of March.

Shop prices are also growing more slowly, according to the CBI’s measure of
selling price inflation. Inflation was at its slowest since August 2020 and
below its long-run average, with the expectation of only a slight pickup in
June.

‘This matched earlier data from the British Retail Consortium showing that
store prices grew at an annual rate of 0.6% in May, down from 0.8% the
previous month. This was a huge drop from the high of 9% reached in May
2023 and the slowest price growth since November 2021.

‘The data will be welcomed by the Bank of England as further proof that the
economy is cooling as it considers a cut to interest rates in June.
",1
"Introduction: European Central Bank firmly on track for June
rate cut

Good morning, and welcome to our rolling coverage of business, the
{financial markets and the world economy.

European consumers and businesses can look forward to lower borrowing,
costs, with the European Central Bank looking firmly on track to cut interest
rates next week.

With inflation having fallen close to the ECB's 296 target, several
policymakers are hinting that the bank will be able to lower rates at its
‘meeting next week,

Philip Lane, the ECB's chief economist, declared in a speech in Dublin:

 

U4 At our June meeting, if our updated assessment of the inflation outlook, the
dynamics of underiying inflation and the strength of monetary policy
transmission were to further increase our confidence that inflation is
converging to our target ina sustained manner, it would be appropriate to
reduce the current level of monetary policy restriction.

After the speech, Lane told reporters that “The discussion about arate cut
next week is not a declaration of victory,” according to the Financial Times.

French central bank chief Francois Villeroy de Galhau was even more
categorical, declaring a June rate cut “a done deal” unless there isa shock

Villeroy de Galhau, wo like Lane is a member of the ECB's governing
council, told Germany’s Boersen Zeitung newspaper:

 

14 “Barring a surprise, the first rate ut in June i a done deal, but afterwards
we have several degrees of freedom,

Villeroy de Galhau argued that the ECB should keep its options open about
possible future cuts, adding:

 

 

14 “Idon’t say that we should commit already on July, but let us keep our
{freedom on the timing and pace.”

‘Acutin June would make the ECB one of the first major central banks to
lower rates in the current cycle, after the Swiss National Bank which
surprised the markets with arate cut in March,

Currently, the ECB's deposit facility - paid to banks who make overnight
deposits with the Eurosystem ~is a record high of 4%.

Its main refinancing operations, the rate banks pay when they borrow
‘money from the ECB for one week, is 4.5%.

Annual inflation in the euro area was just 2.4% in April 2024, a near three-
year low, down from 7% a year before.
",1
"China's home prices to drop faster
with worsening sales slumps this year

Sy Reuters Nay 20,2024

 

 

An aerial view shows unfinished residential buildings of the Gaotie Wellness City
‘complex in Tongchuan, Shaanxi provine

 

China Sept. 12, 2023. Photo by Reuters

China's home prices will fall at a faster pace this year with worsening slumps in
property investment and sales, a Reuters poll showed, a sombre reminder to
policymakers as they redouble efforts to revive the crisis-hit property sector.

‘The poll showed new home prices would fall 5.0% in 2004, versus a 0.9% decline
tipped in a previous survey in February. Prices are likely to remain unchanged in
2025, compared with a 0.5% gain forecast in February.

‘The poll was conducted between May so and May 17, and is likely to have only
partially taken into consideration Friday's government announcement of support
measures to stabilise the property market.

Befjing pledged to facilitate up to 1 trillion yuan ($138 billion) in funding and to ease
mortgage rules, with local governments set to buy ""some"" apartments, which many
analysts said marked the government's strongest moves yet to turnaround the sector.

However, questions remain about the latest measures, especially over execution and
‘how the government could help clear trillions of housing inventory.

‘Since the property market plunged into crisis in 2021, Chinese authorities introduced
‘waves of policy support measures to shore up demand with litle effect.

‘The poll showed property sales likely shrank 10.0% in 2024, steeper than the 5.0%
slump forecast in the previous survey, while investment was expected to fall 10.0%
from the 6.:% decline tipped in the earlier poll.

""There's stil high possibility for more supportive policies aimed at stimulating sales
in the short run, which will help ease the decline in property sales,"" said Xingping
‘Wang, Senior Analyst of Corporates, Fitch Bohua.
",0
"Shop price inflation has eased to the lowest level since November 2021 after
retailers cut the price of big purchases such as furniture and TVs as
households keepa tight rein on spending amid cost of living pressuresand
poor weather.

Prices rose at an annual rate of 0.6% in May, down from 0.8% in April- the
slowest pace since November 2021 - according to the latest monitor from the
British Retail Consortium (BRO) trade body and the market research firm
NielsenIQ.

The decrease was led by non-food prices, which fell by an annual rate of
0.89% in May, the second consecutive month of deflation, marking the biggest
drop at the shelf-edge since 2021.

Food prices rose by 3.2% compared with 3.49%a month before, led by an
casing of price increases on fresh food despite concerns about production
during the cold wet spring.

Mike Watkins, the head of business insight at NielsenlQ, said: “Aftera
number of months of falling input prices, we are now seeing food inflation
stabilise and retailers continue to pass on price cuts to shoppers.”

After wage rises and tax cuts for many in April, Watkins said consumer
sentiment was improving but “unseasonable weather” had put an additional
dampener on demand so that promotional activity was likely to continue in
an attempt to drive up spending.

Helen Dickinson, the chief executive of the BRC, said: “Shap price inflation
has returned to normal levels, at just 0.6%. This was helped by slowing food
inflation, with fresh food inflation falling to its lowest level since November
2021. Meanwhile, ambient food inflation remained stickier, especially for
sugary products which continued to feel the effects of high global sugar
prices.

“In non-food, retailers cut furniture prices in an attempt to revive subdued
consumer demand for big-ticket items, and football fans have been able to
grab some bargains on TVs and other audio-visual equipment ahead of this
summer's Euros.”

She called on the government to do more to help bring down inflation amid
an increased burden on businesses from business rates and other levies.

“With an election in a matter of weeks, itis vital that parties detail their
support for customers and retailers in their upcoming manifestos,” Dickinson
said.
",1
" 
",1
"Rural areas have trumped towns and cities in house price growth over the
past five years, with a semi in the countryside the top-performing property
type, according to data for Great Britain.

‘The figures, issued by the mortgage lender Nationwide, showed that average
house prices in predominantly rural areas rose by 22% over the period,
compared with 17% in predominantly urban areas.

Urban flats had typically been the weakest performers over the past five
years, it said.

‘The data captures some of the impact of the “race for space” sparked by the
pandemic, which led to a surge in the numbers of people looking to move out
of cities to rural areas, smaller towns or the coast - typically somewhere with
a bigger garden, closer to open spaces, or offering more room for working
from home.

However, research has suggested that some of those movers subsequently
sold up and moved back to the suburbs or city.

Some of the top-performing rural areas include tourist hotspots such as parts
of Devon and the Lake District, which suggests some of the demand may be
being driven by those buying holiday and second homes, said Nationwide.

Andrew Harvey, the building society’s senior economist, said its analysis.
suggested that average house price growth in local authority areas classified
as predominantly rural “has continued to outpace those of other areas”.

Of the 349 local authorities in Great Britain, the majority (61%) are classified
as predominantly urban, and just over a quarter (26%) as predominantly
rural. The researchers found that rural semi-detached homes had seen the
strongest price growth over the five-year period, with average values
increasing by 24%.

 

Rural terraced homes typically increased by 23% over the same period, as did
urban semis, while rural detached properties were close behind at 22%.

Nationwide said flats had seen “considerably weaker” growth, and this
applied particularly in predominantly urban areas, where prices typically
increased by 5%.
",1
"OX interest rates could be cut this sumer, the Bank of Engtand’s outgaing,
deputy governor said on Monday, adding to the expectation that a first
reduction in borrowing costs could come as soon as next month.

Ben Broadbent, the Bank’s deputy governor for monetary policy, said that if
the economy evolves as expected, borrowing costs cauld possibly be lowered
“some time over the summer” in response to a steep fall in inflation.
Broadbent said the main drivers of inflation over the past two years - the
Covid-19 pandemic and the Ukraine war - had faded and the Bank was
watching to check whether the longer-term domestic effects on prices would
also decline before making. first cut in interest rates.

He said the monetary policy committee's (MPC) nine members must assess
how those “second-round effects” in domestic prices and wages change the
course of inflation over the next two years.

Analysts have diverged over the likelihood of a rebound in inflation later in
the year, possibly forcing the Bank to pauseits plans for rate cuts.

The consultancy Capital Economics has forecast that inflation will fall below
the central bank’s2% target when figures for April are published on
Wednesday and tumble to less than 1% before the end of the year.

“This underpins our forecast that the Bank will cut interest rates from 5.25%
now to 3% next year, rather than to 3.75% as investors expect.” the
consultancy said.

Other analysts expect inflation to bounce back above 3% before the end of
the year as persistently high services inflation and wage increases in the
financial and business services industry remain high, feeding into higher
prices.

Broadbent said: “There is a range of views across the committee on this
point. In view of the rarity of events like this over the past, and the
associated uncertainty about the future, that’s entirely understandable.

“Whatever the priors of its individual members the MPC will continue to
learn from the incoming data and, if things continue to evolve with its
forecasts ~ forecasts that suggest policy will have to become les restrictive at
some point - then it’s possible Bank rate could be cut sometime over the
",1
"US inflation slows to 3.4%

Newsflash: Inflation across the US has slowed, bringing some relief to
American families and perhaps reassuring America’s central bankers that
price pressures are easing.

The consumer price index rose by 3.4% in the year to April, down from 3.5%
in March.

That’s in line with Wall Street forecasts.

In April alone, prices rose by 0.3%, a slowdown on March when they
increased by 0.4%.

Rising costs of housing, and fuel, were both key factors behind inflation last
month.

The Bureau of Labor Statistics says:

 

1A The index for shelter rose in April, as did the index for gasoline. Combined,
these two indexes contributed over seventy percent of the monthly increase in
the index for all items.

The energy index rose 1.1 percent over the month. The food index was
unchanged in April. The food at home index declined 0.2 percent, while the
food away from home index rose 0.3 percent over the month.
",1
"Inflation across the US eased slightly last month as concerns about the cost of
living loomed over the battle between Joe Biden and Donald Trump for the
White House.

The closely watched consumer price index (CPI) rose at an annual rate of
3.4% in April, down from an annual pace of 3.5% the previous month.

The White House released a low-key statement after the figures were
released. “Fighting inflation and lowering costs is my top economic priority,”
said Biden. “I know many families are struggling, and that even though
we've made progress we have a lot more to do.”

Policymakers have been surprised by stubborn price growth, which they
hope to bring down to 2%.

The Federal Reserve has pushed interest rates toa two-decade high to tamp
down inflation and had been expected to start cutting them this year. But
price gains have remained higher than the central bank’s target and hopes of
arate cut have faded.

“We did not expect this to be a smooth road,” Jerome Powell, the Federal
Reserve chair, said before the news on Tuesday, “but these [inflation
readings] were higher than I think anybody expected”

The “core” CPI, which strips out volatile food and energy prices, rose 0.3% in
April, down from 0.4% in the previous three months, according to the
Bureau of Labor Statistics. The annual rate of core CPI was 3.6% in April, its
lowest rate since April 2021.

 

 

 

Rising housing and fuel costs were the two biggest factors behind April’s
price increases. “The index for shelter rose in April, as did the index for
gasoline. Combined, these two indexes contributed over 70% of the monthly
increase in the index for all items,” the Bureau of Labor Statistics reported.

Food prices were flat and egg prices dropped sharply - 7.3% - over the month.

  

“While on the surface it is positive to see inflation fall from the previous
month, looking at the trend over the past 12 months provides a different
picture. Inflation has been bouncing around the 3%-4% range for a
considerable period of time now, and this is now arguably singlehandedly
preventing the Federal Reserve from pushing the button on rate cuts” said
Lindsay James, investment strategist at Quilter Investors.
",1
"The UK is officially out of recession after figures showed the economy grew
by 0.6% in the first three months of the year.

‘The Office for National Statistics (ONS) said the period from January to the
end of March marked a return to growth after a mild recession in the second
half of 2023. It was the strongest rate of quarterly growth since the end of
2021, and a better performance than expected by economists, who forecast
growth of 0.4% in the first quarter.

‘The downturn came to an end after an increase in activity across the services
sector, which has flourished since the turn of the year as wages have
outstripped inflation, easing pressure on consumers.

However, forecasters expect the UK to grow slowly this year as high interest
rates and last year’s inflation surge continue to take their toll on disposable
incomes.

The Bank of England has predicted that a lack of momentum in the economy
means gross domestic product (GDP) will grow by only 0.5% this year. The
Bank kept interest rates unchanged at 5.25% on Thursday but indicated it
may begin cutting them from June.
",1
"Mune Pal the Hank of England's chief economist, said last year that the path
onus ers any tomate chap cst ates Te
Seeman cpa nwa eines

nadggby he ik et monetary ply repo Plan thot ht

Theat st offical eof ng gues dot oh moth will
teh tohe pone nthe ane toe oy sans Anne
Srpcnd hve ary emis} ange er cl oh
Soman Sapte pel Wale Ongar ak eet
rabofovil hte seven member ote a mee aes nd
sy ha pie ess el ing They wl emo re
Insc hesnunr csc ne uns a nae fat
SSS SSS SS
fale income ony pe

Themis ofp as meting sags the dence
opinion tenemos ety sgt ep rceon bas athe ced
cfc mectng ae cis also esipy beeen
thy posinncet ton opens sme cen ests

aly onvcn otra capcom ane, the he
eee
The iy wealshane heen surpid dccalberonagcoaseen
racedon Fun pn ete onthe nsthe st
mene py pn hci tae conn al one
{aand mere com tn seo ante Ta sn
muvtran ncaa sunt os tne ashe 35
Deve crpctng neta
That el changin ght ley comme tether wot
need tobe nme aac uo pee fc denon
tps vg area he Tal emesinat sap a he Cw ae
thes meen paces farsa ney an
",1
"House prices in the UK were steady in April after falling in March, as higher
mortgage rates prompt first-time buyers to go for smaller properties,
according to the mortgage lender Halifax.

The price of atypical home rose by less than £200 last month to £288,949, a
0.1% monthly gain, compared with a 0.9% drop in March, which was the firs
decline in six months. On an annual basis, prices rose 1.1% in April, up from
March's rate of 0.4%, largely because there was weaker price growth this,
time last year, Halifax sad.

“The reality is that average house prices have largely plateaued in the early
part of 2024,” said Amanda Bryden, the head of mortgages at Halifax. “This
reflects a housing market finding its feet in an era of higher interest rates.
While borrowing costs remain more expensive than a few years ago,
homebuyers are gaining confidence from period of relative stability”

She said buyers were adjusting their expectations, and first-time buyers in
Particular were compensating for higher borrowing costs by targeting smalle
properties. This was reflected in property prices for the first few months of
this year, where the value of flats rose most sharply, closing the “growth gap’
on bigger properties that has existed for most of the past four years.

Bryden said activity and demand were improving and mortgage approvals,
reached their highest point in 18 months. However, affordability remained a
problem for first-time buyers and those rolling off fixed-term mortgage deals

Mortgage rates have edged up again in recent weeks, as financial markets
price ina slower pace of interest rate cuts from the Bank of England. A first
cut in August is now priced in, and another one is expected later in the year.

The average two-year fixed residential mortgage rate is 5.93%, while the
average five-year fixis 5.5%, according to the financial data provider
Moneyfacts. This compares with an average two-year fix of 5.78%%and a five-
year fix of 5.34% two months ago.

Bryden said: “If as is still expected, downward moves in Bank rate come inte
play later this year, fixed mortgage rates should fall. Combined with the
resilience displayed by the housing market over recent months, we now
expect property prices to rise modestly over the course of 2024.""

The property company Savills has reversed its prediction of a fall this year in
UK house prices made in November, saying it now expects the average price
torise by 2.5% in 2024.

Jeremy Leaf, a north London estate agent, said: “We are not surprised to see
house prices up a bit, then down a bit -a pattern which weare finding is
repeated on the ground, reflecting that some sellers are more realistic than.
others.

“The market has lost a little momentum in the last month or so, which has
chimed with recent modest increases in mortgage rates as well as listings.
However, underlying confidence remains fairly strong for now at least,
allowing purchasers the opportunity to perhaps negotiate a little harder
where possible.”
",1
"Hiring in the US slowed in April with the workforce adding another 175,000
jobs and wage growth slowing.

‘The news cheered investors hoping that a cooling labor market will prompt
the Federal Reserve to cut interest rates - which have been driven toa20-
year high as the US fights stubbornly high inflation. All the major US markets
rose on thenews.

Last month, the labor department reported the US added a revised 315,000
jobs in March, far higher than the 192,000 jobs economists had forecast
April's figure was lower than forecast and the unemployment rate ticked up
from 3.8% to 3.9% over the month but the figures underlined the continuing
strength of the jobs market.

It was the 4oth straight month of job gains in the US and the 27th
consecutive month with the unemployment rate below 4% - the longest such
streak since 1953.

Gains were broad-based, with healthcare, social assistance, transportation
and warehousing, manufacturing and construction all adding jobs.

‘The growth in the jobs market has continued even as the Fed has maintained
its rates policy. The Fed said this week that inflation remained high and that
it did not plan to cut interest rates until it has “greater confidence” that price
increases are slowing to the goal of 2%. Jerome Powell, the Fed chair, said the
slowdown in price increases was taking longer than expected, but that he
expected inflation to “move back down” this year.

‘Wage gains in April - which are also closely watched by the Fed - were also
lower than forecast, increasing 3.9% from a year earlier after rising 4.1% in
March.

“Despite missing expectations, signaling an economic cooldown, the labor
‘market has still maintained a pattern of growth and consumers can be
cautiously optimistic that the Fed will be able to successfully lower inflation
‘while also avoiding a recession,” said Steve Rick, chief economist at
Trustage.

ADP, the US's largest payroll supplier, reported this week that private sector
‘employment was up 192,000 jobs in the month of April and that annual pay
‘was up 5% year-over-year.

“Hiring was broad-based in April” said Nela Richardson, chief economist at
ADP. “Only the information sector -telecommunications, media, and
information technology - showed weakness, posting job losses and the
‘smallest pace of pay gains since August 2021.”
",1
"Stocks close in green for fifth
consecutive session

Minh Hiew

 

\ te Se ee eee ey

rT}

   

‘An investor points at stock prices on a screen at a brokerage in Ho Chi Minh City. Photo
by VnExpress/Quynh Tran

‘Vietnam's benchmark VN-Index rose 0.35% to 4
session in a row.

 

77-58 points Monday for the fifth

The index closed 4.47 points higher after gaining 4.33 points in the previous session.

‘Trading on the Ho Chi Minh Stock Exchange increased by 20% to VND27.679 trillion
(US$1.09 billion).

VNndex

points

 

= Vaue
‘The VN-go basket, comprising the go largest capped stocks, saw 18 tickers gained.

BCM of Becamex Investment and Industrial Development saw a 7.0% increase, BVH
of insurer Bao Viet Holdings went up 3.7%, HDB of HDBank grew 2.3%.

 

Ten bluechips fell. VIC of budget airline Vietjet lost 2.4%, SHB of the Saigon-Hanoi

Commercial Joint Stock Bank closed 1.3% lower, FPT of IT giant FPT Corporation
slid 1.1%.

Foreign investors were net seller to the tune of VND820 billion, mainly selling VM
of property giant Vinhomes and MWG of electronics retail chain Mobile World.

‘The HINX- Index for stocks on the Hanoi Stock Exchange, home to mid and small

caps, rose 0.42%, while the UPCoM-Index for the Unlisted Public Companies Market
went up 0.48%.
",1
"Falling demand fails to depress Hanoi
old apartment prices

By Ngoe Diem Nay 20,2024 11:15 am GMT+7

      

Old apartment buildings on Hanoi's Ring Road No.3. Photo by VnExpress/Ngoc Thanh

Prices of old apartments in Hanoi have not decreased though the market has cooled
off and there have been few transactions in recent weeks.

Over the last month Le Cuong, an experienced broker, has only managed to sell two
old apartments in the eastern part of the city, down nearly 70% from early March

when the market was booming.

Then he used to take nearly 10 interested customers to view apartments every week,
and many would buy after a single tour.

‘Now fewer people are calling to ask about listed apartments and even fewer are
interested in viewing them properties after hearing the price, he said.

Last week he only had six apartment tours but failed to sell anything.

The director of an apartment trading floor in Nam Tu Liem District said transactions
had decreased by 60% over the last month.

Real estate listing platform Batdongsan said interest in the apartment segment has,
plummeted from its peak in March.

Nevertheless, prices are not showing any sign of decreasing though they have stopped
increasing since mid-April.
In Nam Tu Liem’s Tay Mo urban area prices rose by 15% since the beginning of the

year before plateauing.

At an apartment block on Chau Van Liem Street in the same district prices
appreciated by 30-33%.

According to Cuong, only a small number of sellers who urgently need to liquidate
their apartments have offered discounts.

‘Most of these discounted units have not issued title deeds and are far from the city
center, he added.

‘Nguyen Van Dinh, president of the Vietnam Association of Realtors, said the segment
has cooled because more people have become aware of the price inflation in the

market and overcome their ""fear of missing out.”

But prices are unlikely to decrease since housing supply is unable to keep up with
demand, he said.

‘Nguyen Quoc Anh, Batdongsan’s deputy CEO, said it is difficult to increase housing
supply at the flick of a switch.

With amendments to the Land Law and Real Estate Trading Law set to take effect
soon and raise the bar for property developers, supply might continue to be
constrained, he said.

Apartments are sought-after because they are relatively stable long-term

investments, he said.

Considering the increases in rents and prices, apartments have returned 12% a year
in the last decade or so he said.

“They outperform other asset classes such as stocks and cash.”
",0
